hour_of_day,cash_type,money,Bean,coffee_name,Time_of_Day,Weekday,Month_name,Weekdaysort,Monthsort,Date,Time
11,card,30.86,Arabica,Americano with Milk,Morning,Wed,Feb,3,2,45693,11:58:36.442000
12,card,25.96,Excelsa,Americano,Afternoon,Wed,Feb,3,2,45693,12:10:46.876000
13,card,25.96,Robusta,Americano,Afternoon,Wed,Feb,3,2,45693,13:20:46.169000
13,card,46194,Robusta,Espresso,Afternoon,Wed,Feb,3,2,45693,13:43:42.825000
13,card,46194,Excelsa,Espresso,Afternoon,Wed,Feb,3,2,45693,13:44:29.310000
14,card,35.76,Liberica,Cappuccino,Afternoon,Wed,Feb,3,2,45693,14:57:52.705000
15,card,35.76,Arabica,Cappuccino,Afternoon,Wed,Feb,3,2,45693,15:50:58.774000
16,card,35.76,Arabica,Hot Chocolate,Afternoon,Wed,Feb,3,2,45693,16:34:20.397000
16,card,35.76,Excelsa,Latte,Afternoon,Wed,Feb,3,2,45693,16:35:33.007000
16,card,35.76,Robusta,Latte,Afternoon,Wed,Feb,3,2,45693,16:36:34.191000
16,card,35.76,Excelsa,Cocoa,Afternoon,Wed,Feb,3,2,45693,16:39:01.735000
16,card,35.76,Arabica,Hot Chocolate,Afternoon,Wed,Feb,3,2,45693,16:41:09.994000
18,card,35.76,Robusta,Cappuccino,Night,Wed,Feb,3,2,45693,18:18:34.427000
18,card,35.76,Robusta,Cappuccino,Night,Wed,Feb,3,2,45693,18:19:49.078000
18,card,35.76,Robusta,Cocoa,Night,Wed,Feb,3,2,45693,18:20:51.486000
18,card,30.86,Excelsa,Americano with Milk,Night,Wed,Feb,3,2,45693,18:25:29.322000
18,card,35.76,Arabica,Cappuccino,Night,Wed,Feb,3,2,45693,18:45:42.132000
19,card,35.76,Robusta,Hot Chocolate,Night,Wed,Feb,3,2,45693,19:06:46.262000
20,card,35.76,Arabica,Cocoa,Night,Wed,Feb,3,2,45693,20:03:20.629000
7,card,30.86,Liberica,Americano with Milk,Morning,Thu,Feb,4,2,45694,07:16:48.645000
13,card,25.96,Liberica,Americano,Afternoon,Thu,Feb,4,2,45694,13:59:21.456000
14,card,30.86,Excelsa,Americano with Milk,Afternoon,Thu,Feb,4,2,45694,14:55:31.564000
14,card,35.76,Excelsa,Cappuccino,Afternoon,Thu,Feb,4,2,45694,14:59:22.422000
16,card,35.76,Liberica,Cocoa,Afternoon,Thu,Feb,4,2,45694,16:14:49.801000
17,card,35.76,Robusta,Cocoa,Night,Thu,Feb,4,2,45694,17:09:45.604000
17,card,35.76,Liberica,Cocoa,Night,Thu,Feb,4,2,45694,17:54:25.041000
19,card,35.76,Robusta,Cappuccino,Night,Thu,Feb,4,2,45694,19:53:12.674000
19,card,46194,Arabica,Espresso,Night,Thu,Feb,4,2,45694,19:55:06.501000
20,card,35.76,Excelsa,Cocoa,Night,Thu,Feb,4,2,45694,20:06:59.305000
20,card,35.76,Excelsa,Cocoa,Night,Thu,Feb,4,2,45694,20:07:47.105000
20,card,35.76,Robusta,Latte,Night,Thu,Feb,4,2,45694,20:23:13.537000
8,card,30.86,Robusta,Americano with Milk,Morning,Fri,Feb,5,2,45695,08:44:49.968000
9,card,30.86,Arabica,Americano with Milk,Morning,Fri,Feb,5,2,45695,09:07:04.654000
10,card,25.96,Liberica,Americano,Morning,Fri,Feb,5,2,45695,10:49:23.202000
12,card,35.76,Excelsa,Cocoa,Afternoon,Fri,Feb,5,2,45695,12:09:38.592000
12,card,30.86,Liberica,Americano with Milk,Afternoon,Fri,Feb,5,2,45695,12:51:22.367000
12,card,25.96,Liberica,Americano,Afternoon,Fri,Feb,5,2,45695,12:58:51.777000
16,card,25.96,Liberica,Cortado,Afternoon,Fri,Feb,5,2,45695,16:04:10.943000
16,card,35.76,Liberica,Latte,Afternoon,Fri,Feb,5,2,45695,16:22:13.091000
16,card,35.76,Arabica,Hot Chocolate,Afternoon,Fri,Feb,5,2,45695,16:23:14.076000
16,card,35.76,Robusta,Latte,Afternoon,Fri,Feb,5,2,45695,16:24:35.194000
18,card,35.76,Liberica,Cocoa,Night,Fri,Feb,5,2,45695,18:42:36.741000
18,card,35.76,Arabica,Cocoa,Night,Fri,Feb,5,2,45695,18:43:36.084000
18,card,25.96,Arabica,Cortado,Night,Fri,Feb,5,2,45695,18:44:30.842000
18,card,35.76,Excelsa,Cocoa,Night,Fri,Feb,5,2,45695,18:45:23.077000
20,card,35.76,Arabica,Cocoa,Night,Fri,Feb,5,2,45695,20:10:59.413000
20,card,25.96,Liberica,Cortado,Night,Fri,Feb,5,2,45695,20:30:56.938000
9,card,25.96,Robusta,Americano,Morning,Sat,Feb,6,2,45696,09:01:42.933000
10,card,30.86,Arabica,Americano with Milk,Morning,Sat,Feb,6,2,45696,10:56:17.090000
11,card,25.96,Liberica,Cortado,Morning,Sat,Feb,6,2,45696,11:02:41.385000
11,card,25.96,Arabica,Americano,Morning,Sat,Feb,6,2,45696,11:39:33.882000
12,card,25.96,Arabica,Americano,Afternoon,Sat,Feb,6,2,45696,12:46:12.840000
13,card,25.96,Robusta,Americano,Afternoon,Sat,Feb,6,2,45696,13:26:47.588000
15,card,25.96,Liberica,Americano,Afternoon,Sat,Feb,6,2,45696,15:07:04.164000
15,card,25.96,Robusta,Americano,Afternoon,Sat,Feb,6,2,45696,15:08:09.210000
8,card,35.76,Arabica,Cocoa,Morning,Sun,Feb,7,2,45697,08:49:24.111000
10,card,30.86,Excelsa,Americano with Milk,Morning,Sun,Feb,7,2,45697,10:31:09.185000
10,card,25.96,Arabica,Americano,Morning,Sun,Feb,7,2,45697,10:51:28.019000
12,card,35.76,Robusta,Latte,Afternoon,Sun,Feb,7,2,45697,12:05:05.007000
15,card,35.76,Liberica,Cocoa,Afternoon,Sun,Feb,7,2,45697,15:13:09.171000
15,card,35.76,Liberica,Latte,Afternoon,Sun,Feb,7,2,45697,15:14:02.345000
15,card,35.76,Excelsa,Hot Chocolate,Afternoon,Sun,Feb,7,2,45697,15:15:57.899000
15,card,35.76,Excelsa,Cocoa,Afternoon,Sun,Feb,7,2,45697,15:16:52.224000
16,card,25.96,Liberica,Cortado,Afternoon,Sun,Feb,7,2,45697,16:20:18.825000
7,card,25.96,Arabica,Americano,Morning,Mon,Feb,1,2,45698,07:01:46.579000
8,card,25.96,Robusta,Americano,Morning,Mon,Feb,1,2,45698,08:16:32.125000
8,card,25.96,Liberica,Americano,Morning,Mon,Feb,1,2,45698,08:24:56.389000
11,card,30.86,Excelsa,Americano with Milk,Morning,Mon,Feb,1,2,45698,11:11:43.020000
13,card,25.96,Excelsa,Americano,Afternoon,Mon,Feb,1,2,45698,13:08:50.162000
13,card,35.76,Robusta,Cocoa,Afternoon,Mon,Feb,1,2,45698,13:11:05.976000
13,card,30.86,Excelsa,Americano with Milk,Afternoon,Mon,Feb,1,2,45698,13:26:54.671000
13,card,25.96,Robusta,Americano,Afternoon,Mon,Feb,1,2,45698,13:40:13.329000
14,card,35.76,Excelsa,Latte,Afternoon,Mon,Feb,1,2,45698,14:01:52.039000
14,card,25.96,Excelsa,Americano,Afternoon,Mon,Feb,1,2,45698,14:07:41.358000
14,card,35.76,Excelsa,Cocoa,Afternoon,Mon,Feb,1,2,45698,14:11:46.466000
14,card,35.76,Robusta,Cocoa,Afternoon,Mon,Feb,1,2,45698,14:15:44.582000
15,card,35.76,Excelsa,Cappuccino,Afternoon,Mon,Feb,1,2,45698,15:01:54.950000
15,card,30.86,Arabica,Americano with Milk,Afternoon,Mon,Feb,1,2,45698,15:14:01.175000
15,card,35.76,Excelsa,Latte,Afternoon,Mon,Feb,1,2,45698,15:46:02.637000
15,card,35.76,Excelsa,Hot Chocolate,Afternoon,Mon,Feb,1,2,45698,15:47:44.088000
16,card,35.76,Liberica,Cocoa,Afternoon,Mon,Feb,1,2,45698,16:20:55.047000
17,card,25.96,Arabica,Americano,Night,Mon,Feb,1,2,45698,17:12:02.356000
18,card,30.86,Liberica,Americano with Milk,Night,Mon,Feb,1,2,45698,18:27:14.597000
19,card,35.76,Excelsa,Latte,Night,Mon,Feb,1,2,45698,19:14:01.461000
19,card,35.76,Excelsa,Latte,Night,Mon,Feb,1,2,45698,19:14:53.526000
10,card,25.96,Arabica,Americano,Morning,Tue,Feb,2,2,45699,10:38:26.035000
11,card,25.96,Liberica,Americano,Morning,Tue,Feb,2,2,45699,11:19:15.478000
11,card,30.86,Excelsa,Americano with Milk,Morning,Tue,Feb,2,2,45699,11:20:12.152000
11,card,35.76,Robusta,Cocoa,Morning,Tue,Feb,2,2,45699,11:21:08.002000
15,card,35.76,Arabica,Hot Chocolate,Afternoon,Tue,Feb,2,2,45699,15:56:49.868000
16,card,30.86,Excelsa,Americano with Milk,Afternoon,Tue,Feb,2,2,45699,16:09:08.439000
16,card,46194,Arabica,Espresso,Afternoon,Tue,Feb,2,2,45699,16:49:40.995000
17,card,35.76,Liberica,Latte,Night,Tue,Feb,2,2,45699,17:35:34.920000
17,card,30.86,Arabica,Americano with Milk,Night,Tue,Feb,2,2,45699,17:36:42.232000
17,card,30.86,Excelsa,Americano with Milk,Night,Tue,Feb,2,2,45699,17:44:12.594000
17,card,25.96,Robusta,Americano,Night,Tue,Feb,2,2,45699,17:50:40.426000
17,card,30.86,Liberica,Americano with Milk,Night,Tue,Feb,2,2,45699,17:54:37.833000
19,card,35.76,Liberica,Latte,Night,Tue,Feb,2,2,45699,19:04:11.037000
19,card,35.76,Excelsa,Cocoa,Night,Tue,Feb,2,2,45699,19:05:03.830000
7,card,35.76,Arabica,Cappuccino,Morning,Wed,Feb,3,2,45700,07:16:57.164000
7,card,25.96,Arabica,Americano,Morning,Wed,Feb,3,2,45700,07:35:37.551000
8,card,35.76,Arabica,Cocoa,Morning,Wed,Feb,3,2,45700,08:54:35.758000
9,card,30.86,Arabica,Americano with Milk,Morning,Wed,Feb,3,2,45700,09:19:45.900000
10,card,25.96,Arabica,Americano,Morning,Wed,Feb,3,2,45700,10:43:13.475000
12,card,25.96,Liberica,Americano,Afternoon,Wed,Feb,3,2,45700,12:43:29.084000
13,card,25.96,Arabica,Americano,Afternoon,Wed,Feb,3,2,45700,13:08:09.325000
13,card,35.76,Robusta,Hot Chocolate,Afternoon,Wed,Feb,3,2,45700,13:41:39.723000
15,card,35.76,Robusta,Hot Chocolate,Afternoon,Wed,Feb,3,2,45700,15:41:24.777000
15,card,35.76,Arabica,Latte,Afternoon,Wed,Feb,3,2,45700,15:42:16.575000
15,card,35.76,Robusta,Hot Chocolate,Afternoon,Wed,Feb,3,2,45700,15:43:34.522000
16,card,25.96,Arabica,Americano,Afternoon,Wed,Feb,3,2,45700,16:12:58.376000
16,card,25.96,Excelsa,Americano,Afternoon,Wed,Feb,3,2,45700,16:26:08.533000
17,card,35.76,Excelsa,Cappuccino,Night,Wed,Feb,3,2,45700,17:05:31.989000
17,card,25.96,Robusta,Americano,Night,Wed,Feb,3,2,45700,17:42:51.484000
20,card,35.76,Arabica,Latte,Night,Wed,Feb,3,2,45700,20:05:40.740000
20,card,35.76,Liberica,Cocoa,Night,Wed,Feb,3,2,45700,20:23:13.374000
21,card,35.76,Excelsa,Cappuccino,Night,Wed,Feb,3,2,45700,21:17:04.272000
7,card,30.86,Excelsa,Americano with Milk,Morning,Thu,Feb,4,2,45701,07:38:47.907000
8,card,25.96,Excelsa,Americano,Morning,Thu,Feb,4,2,45701,08:45:57.062000
9,card,46194,Liberica,Espresso,Morning,Thu,Feb,4,2,45701,09:17:21.021000
9,card,35.76,Excelsa,Cocoa,Morning,Thu,Feb,4,2,45701,09:36:05.130000
10,card,30.86,Robusta,Americano with Milk,Morning,Thu,Feb,4,2,45701,10:29:32.655000
10,card,30.86,Arabica,Americano with Milk,Morning,Thu,Feb,4,2,45701,10:59:27.048000
16,card,25.96,Liberica,Americano,Afternoon,Thu,Feb,4,2,45701,16:30:39.247000
16,card,25.96,Robusta,Americano,Afternoon,Thu,Feb,4,2,45701,16:31:33.722000
17,card,30.86,Arabica,Americano with Milk,Night,Thu,Feb,4,2,45701,17:16:11.630000
17,card,30.86,Robusta,Americano with Milk,Night,Thu,Feb,4,2,45701,17:17:20.197000
18,card,35.76,Arabica,Latte,Night,Thu,Feb,4,2,45701,18:01:35.454000
18,card,35.76,Robusta,Cappuccino,Night,Thu,Feb,4,2,45701,18:15:08.550000
19,card,35.76,Arabica,Latte,Night,Thu,Feb,4,2,45701,19:06:30.373000
11,card,25.96,Robusta,Americano,Morning,Fri,Feb,5,2,45702,11:38:55.705000
14,card,35.76,Liberica,Hot Chocolate,Afternoon,Fri,Feb,5,2,45702,14:07:09.333000
14,card,25.96,Robusta,Americano,Afternoon,Fri,Feb,5,2,45702,14:45:59.806000
14,card,46194,Arabica,Espresso,Afternoon,Fri,Feb,5,2,45702,14:46:45.108000
14,card,30.86,Arabica,Americano with Milk,Afternoon,Fri,Feb,5,2,45702,14:58:12.247000
15,card,35.76,Robusta,Cappuccino,Afternoon,Fri,Feb,5,2,45702,15:00:16.743000
15,card,35.76,Robusta,Cappuccino,Afternoon,Fri,Feb,5,2,45702,15:36:40.857000
15,card,35.76,Arabica,Latte,Afternoon,Fri,Feb,5,2,45702,15:38:47.478000
15,card,35.76,Liberica,Hot Chocolate,Afternoon,Fri,Feb,5,2,45702,15:53:56.467000
15,card,35.76,Liberica,Cappuccino,Afternoon,Fri,Feb,5,2,45702,15:54:57.220000
17,card,25.96,Arabica,Americano,Night,Fri,Feb,5,2,45702,17:03:16.068000
17,card,35.76,Liberica,Cocoa,Night,Fri,Feb,5,2,45702,17:04:29.509000
17,card,46194,Arabica,Espresso,Night,Fri,Feb,5,2,45702,17:09:07.646000
17,card,30.86,Liberica,Americano with Milk,Night,Fri,Feb,5,2,45702,17:25:24.871000
21,card,25.96,Robusta,Americano,Night,Fri,Feb,5,2,45702,21:18:29.956000
9,card,35.76,Liberica,Cappuccino,Morning,Sat,Feb,6,2,45703,09:22:51.930000
12,card,35.76,Robusta,Cappuccino,Afternoon,Sat,Feb,6,2,45703,12:41:53.830000
12,card,25.96,Robusta,Americano,Afternoon,Sat,Feb,6,2,45703,12:44:26.571000
13,card,30.86,Excelsa,Americano with Milk,Afternoon,Sat,Feb,6,2,45703,13:02:19.867000
13,card,30.86,Arabica,Americano with Milk,Afternoon,Sat,Feb,6,2,45703,13:32:05.734000
14,card,35.76,Liberica,Cappuccino,Afternoon,Sat,Feb,6,2,45703,14:01:51.228000
14,card,25.96,Liberica,Americano,Afternoon,Sat,Feb,6,2,45703,14:11:53.922000
15,card,35.76,Arabica,Hot Chocolate,Afternoon,Sat,Feb,6,2,45703,15:40:07.667000
15,card,35.76,Arabica,Hot Chocolate,Afternoon,Sat,Feb,6,2,45703,15:40:59.443000
10,card,25.96,Excelsa,Americano,Morning,Sun,Feb,7,2,45704,10:46:43.223000
10,card,25.96,Liberica,Americano,Morning,Sun,Feb,7,2,45704,10:50:00.616000
10,card,30.86,Robusta,Americano with Milk,Morning,Sun,Feb,7,2,45704,10:51:03.967000
11,card,35.76,Arabica,Hot Chocolate,Morning,Sun,Feb,7,2,45704,11:04:47.894000
11,card,25.96,Robusta,Americano,Morning,Sun,Feb,7,2,45704,11:32:29.055000
14,card,35.76,Liberica,Hot Chocolate,Afternoon,Sun,Feb,7,2,45704,14:15:37.049000
14,card,35.76,Robusta,Latte,Afternoon,Sun,Feb,7,2,45704,14:16:41.124000
17,card,35.76,Arabica,Hot Chocolate,Night,Sun,Feb,7,2,45704,17:12:27.402000
17,card,30.86,Excelsa,Americano with Milk,Night,Sun,Feb,7,2,45704,17:13:32.973000
17,card,30.86,Robusta,Americano with Milk,Night,Sun,Feb,7,2,45704,17:44:32.781000
6,card,35.76,Excelsa,Cappuccino,Morning,Mon,Feb,1,2,45705,06:50:04.455000
8,card,25.96,Excelsa,Americano,Morning,Mon,Feb,1,2,45705,08:53:13.808000
9,card,25.96,Arabica,Americano,Morning,Mon,Feb,1,2,45705,09:00:55.147000
9,card,30.86,Liberica,Americano with Milk,Morning,Mon,Feb,1,2,45705,09:28:06.582000
9,card,35.76,Arabica,Hot Chocolate,Morning,Mon,Feb,1,2,45705,09:56:59.212000
10,card,30.86,Excelsa,Americano with Milk,Morning,Mon,Feb,1,2,45705,10:20:12.065000
10,card,25.96,Excelsa,Americano,Morning,Mon,Feb,1,2,45705,10:44:48.005000
11,card,30.86,Liberica,Americano with Milk,Morning,Mon,Feb,1,2,45705,11:53:58.611000
11,card,46194,Liberica,Espresso,Morning,Mon,Feb,1,2,45705,11:55:02.203000
12,card,35.76,Arabica,Cappuccino,Afternoon,Mon,Feb,1,2,45705,12:48:58.321000
14,card,35.76,Arabica,Latte,Afternoon,Mon,Feb,1,2,45705,14:23:01.905000
15,card,30.86,Arabica,Americano with Milk,Afternoon,Mon,Feb,1,2,45705,15:05:41.697000
15,card,35.76,Arabica,Latte,Afternoon,Mon,Feb,1,2,45705,15:33:19.567000
16,card,46194,Robusta,Espresso,Afternoon,Mon,Feb,1,2,45705,16:19:06.398000
16,card,25.96,Robusta,Americano,Afternoon,Mon,Feb,1,2,45705,16:22:42.001000
17,card,30.86,Excelsa,Americano with Milk,Night,Mon,Feb,1,2,45705,17:31:14.111000
18,card,25.96,Excelsa,Americano,Night,Mon,Feb,1,2,45705,18:23:52.638000
19,card,25.96,Liberica,Americano,Night,Mon,Feb,1,2,45705,19:13:51.838000
19,card,25.96,Excelsa,Americano,Night,Mon,Feb,1,2,45705,19:15:00.877000
20,card,35.76,Arabica,Latte,Night,Mon,Feb,1,2,45705,20:18:17.498000
8,card,25.96,Robusta,Americano,Morning,Tue,Feb,2,2,45706,08:53:08.743000
8,card,25.96,Arabica,Americano,Morning,Tue,Feb,2,2,45706,08:54:14.493000
11,card,25.96,Liberica,Americano,Morning,Tue,Feb,2,2,45706,11:07:35.321000
11,card,25.96,Arabica,Americano,Morning,Tue,Feb,2,2,45706,11:30:06.156000
11,card,30.86,Arabica,Americano with Milk,Morning,Tue,Feb,2,2,45706,11:38:23.547000
12,card,30.86,Liberica,Americano with Milk,Afternoon,Tue,Feb,2,2,45706,12:15:26.575000
13,card,35.76,Excelsa,Cocoa,Afternoon,Tue,Feb,2,2,45706,13:04:27.249000
13,card,25.96,Arabica,Americano,Afternoon,Tue,Feb,2,2,45706,13:25:45.108000
13,card,30.86,Liberica,Americano with Milk,Afternoon,Tue,Feb,2,2,45706,13:27:05.310000
17,card,35.76,Liberica,Hot Chocolate,Night,Tue,Feb,2,2,45706,17:05:28.048000
17,card,30.86,Liberica,Americano with Milk,Night,Tue,Feb,2,2,45706,17:08:19.308000
17,card,46194,Robusta,Espresso,Night,Tue,Feb,2,2,45706,17:09:17.261000
17,card,35.76,Liberica,Cocoa,Night,Tue,Feb,2,2,45706,17:10:22.869000
17,card,35.76,Liberica,Cocoa,Night,Tue,Feb,2,2,45706,17:11:35.709000
19,card,35.76,Robusta,Cocoa,Night,Tue,Feb,2,2,45706,19:36:27.317000
20,card,35.76,Excelsa,Cocoa,Night,Tue,Feb,2,2,45706,20:06:56.196000
20,card,35.76,Liberica,Hot Chocolate,Night,Tue,Feb,2,2,45706,20:58:12.599000
21,card,30.86,Arabica,Americano with Milk,Night,Tue,Feb,2,2,45706,21:01:59.629000
8,card,35.76,Arabica,Cappuccino,Morning,Wed,Feb,3,2,45707,08:08:52.951000
8,card,25.96,Robusta,Americano,Morning,Wed,Feb,3,2,45707,08:09:54.081000
8,card,25.96,Robusta,Americano,Morning,Wed,Feb,3,2,45707,08:47:32.785000
9,card,35.76,Liberica,Cappuccino,Morning,Wed,Feb,3,2,45707,09:24:31.977000
10,card,25.96,Liberica,Americano,Morning,Wed,Feb,3,2,45707,10:09:51.001000
10,card,35.76,Robusta,Hot Chocolate,Morning,Wed,Feb,3,2,45707,10:19:01.276000
10,card,30.86,Robusta,Americano with Milk,Morning,Wed,Feb,3,2,45707,10:40:51.590000
12,card,25.96,Excelsa,Americano,Afternoon,Wed,Feb,3,2,45707,12:45:06.072000
12,card,35.76,Arabica,Cocoa,Afternoon,Wed,Feb,3,2,45707,12:46:03.964000
13,card,25.96,Robusta,Americano,Afternoon,Wed,Feb,3,2,45707,13:06:54.382000
15,card,35.76,Liberica,Cappuccino,Afternoon,Wed,Feb,3,2,45707,15:50:42.815000
17,card,25.96,Arabica,Americano,Night,Wed,Feb,3,2,45707,17:04:00.258000
17,card,35.76,Arabica,Cappuccino,Night,Wed,Feb,3,2,45707,17:34:49.096000
17,card,30.86,Excelsa,Americano with Milk,Night,Wed,Feb,3,2,45707,17:57:52.035000
18,card,35.76,Liberica,Cappuccino,Night,Wed,Feb,3,2,45707,18:35:38.827000
19,card,35.76,Liberica,Latte,Night,Wed,Feb,3,2,45707,19:01:33.088000
19,card,35.76,Arabica,Cocoa,Night,Wed,Feb,3,2,45707,19:11:49.990000
19,card,35.76,Robusta,Hot Chocolate,Night,Wed,Feb,3,2,45707,19:12:42.778000
19,card,35.76,Robusta,Latte,Night,Wed,Feb,3,2,45707,19:26:22.966000
20,card,35.76,Liberica,Cocoa,Night,Wed,Feb,3,2,45707,20:05:28.372000
7,card,35.76,Liberica,Cappuccino,Morning,Thu,Feb,4,2,45708,07:56:24.575000
9,card,25.96,Excelsa,Americano,Morning,Thu,Feb,4,2,45708,09:17:53.311000
10,card,35.76,Arabica,Cappuccino,Morning,Thu,Feb,4,2,45708,10:16:40.424000
10,card,25.96,Liberica,Americano,Morning,Thu,Feb,4,2,45708,10:17:38.671000
10,card,25.96,Arabica,Americano,Morning,Thu,Feb,4,2,45708,10:20:24.946000
10,card,25.96,Robusta,Americano,Morning,Thu,Feb,4,2,45708,10:24:23.547000
13,card,30.86,Excelsa,Americano with Milk,Afternoon,Thu,Feb,4,2,45708,13:02:19.848000
14,card,35.76,Excelsa,Latte,Afternoon,Thu,Feb,4,2,45708,14:20:33.099000
14,card,25.96,Liberica,Americano,Afternoon,Thu,Feb,4,2,45708,14:37:59.781000
14,card,25.96,Arabica,Americano,Afternoon,Thu,Feb,4,2,45708,14:38:49.319000
15,card,46194,Arabica,Espresso,Afternoon,Thu,Feb,4,2,45708,15:19:45.555000
16,card,35.76,Robusta,Cappuccino,Afternoon,Thu,Feb,4,2,45708,16:05:49.514000
16,card,35.76,Excelsa,Cappuccino,Afternoon,Thu,Feb,4,2,45708,16:59:06.628000
17,card,35.76,Arabica,Hot Chocolate,Night,Thu,Feb,4,2,45708,17:00:36.942000
17,card,25.96,Robusta,Americano,Night,Thu,Feb,4,2,45708,17:07:27.986000
18,card,25.96,Arabica,Americano,Night,Thu,Feb,4,2,45708,18:57:34.629000
19,card,35.76,Arabica,Hot Chocolate,Night,Thu,Feb,4,2,45708,19:01:51.276000
19,card,35.76,Liberica,Cocoa,Night,Thu,Feb,4,2,45708,19:07:25.568000
20,card,35.76,Excelsa,Latte,Night,Thu,Feb,4,2,45708,20:07:03.598000
6,card,25.96,Robusta,Americano,Morning,Fri,Feb,5,2,45709,06:59:08.408000
9,card,35.76,Liberica,Latte,Morning,Fri,Feb,5,2,45709,09:41:29.609000
9,card,35.76,Robusta,Cappuccino,Morning,Fri,Feb,5,2,45709,09:49:20.918000
9,card,46194,Liberica,Espresso,Morning,Fri,Feb,5,2,45709,09:51:12.605000
10,card,25.96,Robusta,Americano,Morning,Fri,Feb,5,2,45709,10:18:10.978000
11,card,30.86,Excelsa,Americano with Milk,Morning,Fri,Feb,5,2,45709,11:10:07.529000
12,card,25.96,Liberica,Americano,Afternoon,Fri,Feb,5,2,45709,12:04:49.232000
12,card,25.96,Liberica,Americano,Afternoon,Fri,Feb,5,2,45709,12:07:42.766000
12,card,25.96,Arabica,Americano,Afternoon,Fri,Feb,5,2,45709,12:56:17.998000
12,card,25.96,Robusta,Americano,Afternoon,Fri,Feb,5,2,45709,12:57:02.860000
13,card,25.96,Excelsa,Americano,Afternoon,Fri,Feb,5,2,45709,13:06:42.927000
14,card,25.96,Liberica,Americano,Afternoon,Fri,Feb,5,2,45709,14:17:54.803000
15,card,35.76,Excelsa,Cappuccino,Afternoon,Fri,Feb,5,2,45709,15:18:31.267000
15,card,25.96,Robusta,Americano,Afternoon,Fri,Feb,5,2,45709,15:45:54.235000
15,card,25.96,Robusta,Americano,Afternoon,Fri,Feb,5,2,45709,15:46:48.335000
15,card,25.96,Liberica,Americano,Afternoon,Fri,Feb,5,2,45709,15:52:48.020000
16,card,35.76,Excelsa,Cocoa,Afternoon,Fri,Feb,5,2,45709,16:10:06.125000
16,card,35.76,Robusta,Latte,Afternoon,Fri,Feb,5,2,45709,16:46:58.673000
16,card,35.76,Robusta,Hot Chocolate,Afternoon,Fri,Feb,5,2,45709,16:48:58.515000
16,card,35.76,Excelsa,Latte,Afternoon,Fri,Feb,5,2,45709,16:50:13.417000
19,card,35.76,Arabica,Cocoa,Night,Fri,Feb,5,2,45709,19:08:18.825000
19,card,35.76,Liberica,Cocoa,Night,Fri,Feb,5,2,45709,19:09:09.551000
19,card,35.76,Excelsa,Cappuccino,Night,Fri,Feb,5,2,45709,19:59:24.115000
10,card,35.76,Liberica,Hot Chocolate,Morning,Sat,Feb,6,2,45710,10:52:18.682000
11,card,25.96,Robusta,Americano,Morning,Sat,Feb,6,2,45710,11:28:30.453000
11,card,25.96,Robusta,Americano,Morning,Sat,Feb,6,2,45710,11:41:12.848000
12,card,46194,Robusta,Espresso,Afternoon,Sat,Feb,6,2,45710,12:59:41.853000
15,card,30.86,Robusta,Americano with Milk,Afternoon,Sat,Feb,6,2,45710,15:03:03.270000
10,card,30.86,Robusta,Americano with Milk,Morning,Sun,Feb,7,2,45711,10:33:11.517000
12,card,30.86,Excelsa,Americano with Milk,Afternoon,Sun,Feb,7,2,45711,12:52:26.405000
12,card,30.86,Excelsa,Americano with Milk,Afternoon,Sun,Feb,7,2,45711,12:54:06.170000
13,card,35.76,Liberica,Cappuccino,Afternoon,Sun,Feb,7,2,45711,13:50:21.627000
14,card,35.76,Arabica,Cocoa,Afternoon,Sun,Feb,7,2,45711,14:02:03.441000
17,card,25.96,Arabica,Americano,Night,Sun,Feb,7,2,45711,17:27:44.922000
9,card,30.86,Arabica,Americano with Milk,Morning,Mon,Feb,1,2,45712,09:14:53.565000
9,card,35.76,Arabica,Latte,Morning,Mon,Feb,1,2,45712,09:45:10.699000
10,card,25.96,Excelsa,Americano,Morning,Mon,Feb,1,2,45712,10:02:48.501000
10,card,30.86,Excelsa,Americano with Milk,Morning,Mon,Feb,1,2,45712,10:09:12.494000
10,card,30.86,Liberica,Americano with Milk,Morning,Mon,Feb,1,2,45712,10:10:21.726000
10,card,35.76,Arabica,Cocoa,Morning,Mon,Feb,1,2,45712,10:47:47.680000
12,card,35.76,Robusta,Latte,Afternoon,Mon,Feb,1,2,45712,12:58:41.309000
13,card,35.76,Arabica,Cocoa,Afternoon,Mon,Feb,1,2,45712,13:00:01.278000
15,card,30.86,Arabica,Americano with Milk,Afternoon,Mon,Feb,1,2,45712,15:40:01.820000
16,card,35.76,Excelsa,Cocoa,Afternoon,Mon,Feb,1,2,45712,16:00:06.327000
16,card,35.76,Liberica,Cappuccino,Afternoon,Mon,Feb,1,2,45712,16:10:23.971000
16,card,35.76,Arabica,Latte,Afternoon,Mon,Feb,1,2,45712,16:28:52.132000
16,card,25.96,Arabica,Americano,Afternoon,Mon,Feb,1,2,45712,16:59:38.528000
17,card,25.96,Arabica,Americano,Night,Mon,Feb,1,2,45712,17:00:44.935000
17,card,30.86,Robusta,Americano with Milk,Night,Mon,Feb,1,2,45712,17:37:38.947000
18,card,30.86,Robusta,Americano with Milk,Night,Mon,Feb,1,2,45712,18:07:01.699000
18,card,35.76,Arabica,Latte,Night,Mon,Feb,1,2,45712,18:21:57.165000
